product_id,name,category_id,category_name,subcategory_id,subcategory_name,base_price_rwf,current_stock,is_active,creation_date
prod_00095,Electric Wire 2.5mm,cat_019,Digital Services,sub_019_02,Printing,8608.99,467,True,2024-11-23T07:48:32
prod_00096,PVC Pipe 2inch,cat_016,Baby & Children,sub_016_02,Baby Clothing,2023.0,57,True,2024-11-24T18:36:30
prod_00097,Calculator Casio,cat_003,Electronics & Tech,sub_003_01,Solar Products,14479.9,46,True,2024-11-17T11:03:06
prod_00098,Isombe Cassava Leaves,cat_001,Fresh Produce,sub_001_04,Flowers,9516.38,157,True,2024-12-18T08:14:56
prod_00099,Iron Sheet 3m,cat_013,Energy & Solar,sub_013_02,Inverters,14157.51,30,True,2024-11-22T13:00:08
prod_00100,Bed Sheet Cotton,cat_005,Textiles & Crafts,sub_005_01,Agaseke Baskets,15433.64,330,True,2024-12-10T19:22:03
prod_00101,Bed Sheet Cotton,cat_004,Clothing & Fashion,sub_004_02,School Uniforms,2813.35,201,True,2024-11-22T03:54:10
prod_00102,Cavendish Banana Bundle,cat_013,Energy & Solar,sub_013_04,Lighting,7895.89,126,True,2024-10-23T07:09:21
prod_00103,Ikivuguto Yoghurt,cat_001,Fresh Produce,sub_001_03,Mushrooms,12491.0,452,True,2024-12-30T21:35:32
prod_00104,Bed Sheet Cotton,cat_014,Livestock & Poultry,sub_014_04,Beekeeping,13604.46,24,True,2024-12-24T16:24:08
prod_00105,School Uniform Set,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,3232.64,119,True,2024-10-29T02:01:57
prod_00106,Coconut Hair Oil Rwanda,cat_004,Clothing & Fashion,sub_004_04,Accessories,4810.33,140,True,2024-10-30T04:13:04
prod_00107,Power Bank 10000mAh,cat_012,Automotive & Transport,sub_012_04,Bicycle Parts,6715.32,209,True,2024-11-10T10:06:24
prod_00108,Solar Lantern LifeLight,cat_009,Agriculture & Farming,sub_009_01,Fertilizers,16212.64,29,True,2024-12-28T19:30:05
prod_00109,Smartphone Android 4G,cat_010,Education & Office,sub_010_00,Stationery,18483.41,189,True,2024-12-22T05:57:49
prod_00110,Fresh Avocado Pack,cat_018,Hospitality & Catering,sub_018_04,Decor,4731.82,445,True,2024-10-21T06:44:48
prod_00111,Agaseke Woven Basket,cat_015,Sports & Recreation,sub_015_01,Fitness,14064.71,104,True,2024-12-08T07:53:58
prod_00112,Nziza Body Lotion,cat_012,Automotive & Transport,sub_012_03,Car Accessories,10906.18,157,True,2024-11-04T21:08:07
prod_00113,Printer Paper A4 Ream,cat_010,Education & Office,sub_010_03,Office Supplies,1391.45,113,True,2024-12-23T21:27:49
prod_00114,Inkorora Storage Basket,cat_018,Hospitality & Catering,sub_018_03,Disposables,6256.25,168,True,2024-10-20T01:09:35
prod_00115,Mutzig Beer,cat_015,Sports & Recreation,sub_015_03,Games,3780.56,180,True,2024-12-17T04:25:37
prod_00116,Sufuria Cooking Pot 5L,cat_001,Fresh Produce,sub_001_00,Vegetables,8541.65,322,True,2024-12-21T19:16:17
prod_00117,Steel Rod 12mm,cat_015,Sports & Recreation,sub_015_00,Football Equipment,628.94,210,True,2024-11-23T13:25:21
prod_00118,Nivea Roll-On,cat_005,Textiles & Crafts,sub_005_00,Kitenge Fabric,18401.95,76,True,2024-11-20T21:54:23
prod_00119,Toothpaste Colgate,cat_014,Livestock & Poultry,sub_014_04,Beekeeping,5242.55,115,True,2024-12-07T16:40:42
prod_00120,Akagera Print T-Shirt,cat_012,Automotive & Transport,sub_012_04,Bicycle Parts,9782.1,4,True,2024-12-01T19:43:50
prod_00121,Kitenge Fabric 2m,cat_018,Hospitality & Catering,sub_018_00,Restaurant Equipment,17948.43,21,True,2024-12-29T05:46:47
prod_00122,Dettol Antiseptic,cat_017,Packaging & Logistics,sub_017_04,Cold Storage,13333.13,475,True,2024-10-18T09:55:34
prod_00123,Pineapple Crate Nyungwe,cat_002,Coffee & Tea,sub_002_02,Herbal Tea,3667.78,290,True,2024-10-24T08:20:26
prod_00124,Dettol Antiseptic,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,15036.4,27,True,2024-11-03T13:54:39
prod_00125,Fanta Citron,cat_010,Education & Office,sub_010_00,Stationery,12865.4,230,True,2024-12-16T01:47:58
prod_00126,Sweet Potato Bag,cat_019,Digital Services,sub_019_02,Printing,16062.08,37,True,2024-12-09T05:39:47
prod_00127,Solar Home System 50W,cat_012,Automotive & Transport,sub_012_02,Tyres,7533.65,2,True,2024-10-09T21:15:29
prod_00128,Sandals Handmade,cat_013,Energy & Solar,sub_013_03,Gas & LPG,11361.21,208,True,2024-11-19T18:04:25
prod_00129,School Uniform Set,cat_012,Automotive & Transport,sub_012_00,Spare Parts,6191.02,398,True,2024-11-07T15:38:18
prod_00130,Smart TV 32inch,cat_008,Home & Kitchen,sub_008_03,Cleaning,3345.73,222,True,2024-10-17T05:37:17
prod_00131,Toothpaste Colgate,cat_015,Sports & Recreation,sub_015_04,Cycling,12525.04,54,True,2024-11-14T10:53:41
prod_00132,MTN MoMo Agent Kit,cat_010,Education & Office,sub_010_03,Office Supplies,7027.36,421,True,2024-12-19T04:11:44
prod_00133,Calculator Casio,cat_012,Automotive & Transport,sub_012_02,Tyres,6183.24,324,True,2024-12-07T11:22:08
prod_00134,Solar Lantern LifeLight,cat_006,Beauty & Personal Care,sub_006_04,Baby Care,19946.67,349,True,2024-10-18T11:15:38
prod_00135,Decoder StarTimes,cat_014,Livestock & Poultry,sub_014_02,Fish & Seafood,16710.0,419,True,2024-10-07T17:09:04
prod_00136,Cement Bag 50kg Cimerwa,cat_004,Clothing & Fashion,sub_004_03,Shoes & Sandals,15887.0,229,True,2024-10-08T04:21:04
prod_00137,Ubwiza Face Cream,cat_017,Packaging & Logistics,sub_017_00,Boxes & Cartons,15919.06,359,True,2024-11-04T21:45:51
prod_00138,Gas Cylinder 15kg,cat_005,Textiles & Crafts,sub_005_04,Jewelry,1363.79,346,True,2024-12-02T15:01:53
prod_00139,Sweet Potato Bag,cat_016,Baby & Children,sub_016_04,Safety Products,11820.11,113,True,2024-11-25T20:23:44
prod_00140,Irish Potato 5kg,cat_011,Health & Pharmacy,sub_011_00,Medicines OTC,9914.04,212,True,2024-10-29T16:24:25
prod_00141,School Uniform Set,cat_011,Health & Pharmacy,sub_011_02,First Aid,7189.8,105,True,2024-12-16T03:28:53
prod_00142,MTN MoMo Agent Kit,cat_001,Fresh Produce,sub_001_00,Vegetables,940.41,331,True,2024-11-03T07:25:46
prod_00143,Dettol Antiseptic,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,6954.3,490,True,2024-11-11T09:30:45
prod_00144,Kitenge Fabric 2m,cat_000,Food & Beverages,sub_000_04,Snacks & Confectionery,17720.4,303,True,2024-11-13T15:35:08
prod_00145,Inkorora Storage Basket,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,2484.16,274,True,2024-12-24T15:51:32
prod_00146,School Uniform Set,cat_016,Baby & Children,sub_016_02,Baby Clothing,12140.93,200,True,2024-11-29T08:27:06
prod_00147,Vaseline Petroleum Jelly,cat_019,Digital Services,sub_019_04,Software,2152.66,160,True,2024-10-14T00:07:15
prod_00148,Inkorora Storage Basket,cat_013,Energy & Solar,sub_013_04,Lighting,3188.41,216,True,2024-11-07T06:06:32
prod_00149,Biro Pen Box,cat_009,Agriculture & Farming,sub_009_01,Fertilizers,4148.42,230,True,2024-12-21T17:58:03
prod_00150,Power Bank 10000mAh,cat_016,Baby & Children,sub_016_03,School Items,8478.12,212,True,2024-11-17T17:48:15
prod_00151,Gas Cylinder 15kg,cat_009,Agriculture & Farming,sub_009_00,Seeds & Seedlings,5859.63,147,True,2024-11-22T04:43:07
prod_00152,PVC Pipe 2inch,cat_003,Electronics & Tech,sub_003_04,Network Equipment,2727.03,278,True,2024-12-15T06:08:39
prod_00153,Ikivuguto Yoghurt,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,19800.63,376,True,2024-10-10T22:38:51
prod_00154,Stapler Heavy Duty,cat_014,Livestock & Poultry,sub_014_02,Fish & Seafood,7297.25,44,True,2024-12-19T07:06:55
prod_00155,Umutsima Porridge,cat_011,Health & Pharmacy,sub_011_04,Baby Health,12839.03,315,True,2024-10-17T02:45:54
prod_00156,Rwanda Arabica Coffee,cat_018,Hospitality & Catering,sub_018_02,Cleaning Products,10879.48,275,True,2024-11-27T22:46:45
prod_00157,Irish Potato 5kg,cat_004,Clothing & Fashion,sub_004_03,Shoes & Sandals,18415.99,443,True,2024-10-27T22:12:38
prod_00158,Kitenge Fabric 2m,cat_018,Hospitality & Catering,sub_018_02,Cleaning Products,12742.35,231,True,2024-11-06T10:12:53
prod_00159,Inzoga ya Primus,cat_011,Health & Pharmacy,sub_011_03,Medical Devices,19029.95,297,True,2024-11-01T18:38:21
prod_00160,Passion Fruit Tray,cat_017,Packaging & Logistics,sub_017_03,Labels,4747.68,422,True,2024-11-11T17:08:27
prod_00161,Door Lock Yale,cat_018,Hospitality & Catering,sub_018_03,Disposables,15871.92,349,True,2024-12-26T19:31:52
prod_00162,School Uniform Set,cat_000,Food & Beverages,sub_000_00,Dairy Products,18623.94,225,True,2024-10-16T08:07:41
prod_00163,Phone Charger USB-C,cat_005,Textiles & Crafts,sub_005_02,Imigongo Art,2320.13,128,True,2024-11-04T23:52:31
prod_00164,PVC Pipe 2inch,cat_013,Energy & Solar,sub_013_00,Solar Panels,14222.11,109,True,2024-10-01T02:31:52
prod_00165,Rukundo Tea Leaves,cat_000,Food & Beverages,sub_000_00,Dairy Products,14064.14,61,True,2024-12-19T08:00:07
prod_00166,Irish Potato 5kg,cat_003,Electronics & Tech,sub_003_02,Home Electronics,7667.45,70,True,2024-10-30T01:18:55
prod_00167,PVC Pipe 2inch,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,11484.18,332,True,2024-11-29T06:08:48
prod_00168,Fanta Citron,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,17983.56,385,True,2024-10-14T14:15:15
prod_00169,Dettol Antiseptic,cat_007,Construction & Hardware,sub_007_04,Electrical,12219.48,311,True,2024-12-10T00:28:13
prod_00170,Mattress Foam Single,cat_009,Agriculture & Farming,sub_009_00,Seeds & Seedlings,15784.13,488,True,2024-12-17T01:38:12
prod_00171,Mutzig Beer,cat_000,Food & Beverages,sub_000_02,Beverages,18711.53,198,True,2024-10-13T19:32:32
prod_00172,Agaseke Woven Basket,cat_000,Food & Beverages,sub_000_04,Snacks & Confectionery,1816.89,110,True,2024-10-26T10:56:09
prod_00173,Sweet Potato Bag,cat_016,Baby & Children,sub_016_03,School Items,8759.72,42,True,2024-11-09T01:22:27
prod_00174,Smart TV 32inch,cat_017,Packaging & Logistics,sub_017_02,Wrapping,8119.26,390,True,2024-12-01T14:00:45
prod_00175,Coconut Hair Oil Rwanda,cat_002,Coffee & Tea,sub_002_03,Instant Coffee,2761.74,311,True,2024-11-29T10:45:17
prod_00176,Fresh Avocado Pack,cat_016,Baby & Children,sub_016_04,Safety Products,15768.25,132,True,2024-12-09T23:30:19
prod_00177,Calculator Casio,cat_000,Food & Beverages,sub_000_02,Beverages,16238.6,268,True,2024-10-27T09:45:38
prod_00178,Roofing Nails 4inch,cat_005,Textiles & Crafts,sub_005_02,Imigongo Art,3567.54,52,True,2024-12-15T01:59:13
prod_00179,Cement Bag 50kg Cimerwa,cat_011,Health & Pharmacy,sub_011_03,Medical Devices,18444.42,476,True,2024-10-18T09:00:33
prod_00180,Charcoal Stove Jiko,cat_007,Construction & Hardware,sub_007_02,Paint & Coating,5341.13,368,True,2024-12-28T22:05:46
prod_00181,Gahunda Work Shirt,cat_001,Fresh Produce,sub_001_01,Fruits,4852.11,23,True,2024-11-20T01:50:26
prod_00182,Feature Phone Tecno,cat_010,Education & Office,sub_010_00,Stationery,11285.28,188,True,2024-10-01T18:34:10
prod_00183,Toothpaste Colgate,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,3436.04,209,True,2024-12-30T12:38:37
prod_00184,Impala Club Soda,cat_009,Agriculture & Farming,sub_009_00,Seeds & Seedlings,4501.29,214,True,2024-10-24T02:58:14
prod_00185,Charcoal Stove Jiko,cat_001,Fresh Produce,sub_001_01,Fruits,17997.11,211,True,2024-11-20T11:07:36
prod_00186,Leather Shoes Kigali,cat_004,Clothing & Fashion,sub_004_03,Shoes & Sandals,1959.19,31,True,2024-11-25T03:07:05
prod_00187,Printer Paper A4 Ream,cat_012,Automotive & Transport,sub_012_02,Tyres,6702.13,119,True,2024-10-27T09:42:11
prod_00188,Solar Lantern LifeLight,cat_003,Electronics & Tech,sub_003_01,Solar Products,2560.33,238,True,2024-11-13T15:33:59
prod_00189,Sandals Handmade,cat_014,Livestock & Poultry,sub_014_02,Fish & Seafood,9535.26,61,True,2024-12-22T18:25:38
prod_00190,Biro Pen Box,cat_004,Clothing & Fashion,sub_004_00,Traditional Wear,14367.57,202,True,2024-11-04T12:56:26
prod_00191,Power Bank 10000mAh,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,2347.14,411,True,2024-10-10T21:27:40
prod_00192,Inzoga ya Primus,cat_004,Clothing & Fashion,sub_004_01,Casual Wear,16561.63,351,True,2024-11-06T03:22:53
prod_00193,School Bag Primary,cat_006,Beauty & Personal Care,sub_006_03,Perfumes,16281.32,463,True,2024-10-09T22:19:32
prod_00194,Sweet Potato Bag,cat_013,Energy & Solar,sub_013_03,Gas & LPG,10174.46,349,True,2024-11-07T03:49:27
prod_00195,Pineapple Crate Nyungwe,cat_001,Fresh Produce,sub_001_04,Flowers,12573.94,331,True,2024-10-24T20:43:12
prod_00196,Calculator Casio,cat_013,Energy & Solar,sub_013_01,Batteries,13031.72,269,True,2024-12-17T09:36:21
prod_00197,Kitenge Fabric 2m,cat_016,Baby & Children,sub_016_02,Baby Clothing,8073.43,13,True,2024-10-18T11:00:04
prod_00198,Earphones Oraimo,cat_001,Fresh Produce,sub_001_03,Mushrooms,10823.93,299,True,2024-12-14T10:52:18
prod_00199,Vaseline Petroleum Jelly,cat_008,Home & Kitchen,sub_008_04,Furniture,16417.56,377,True,2024-12-29T01:22:10
prod_00200,Calculator Casio,cat_011,Health & Pharmacy,sub_011_01,Vitamins,3933.96,162,True,2024-11-27T12:40:13
prod_00201,Phone Charger USB-C,cat_004,Clothing & Fashion,sub_004_04,Accessories,18993.19,414,True,2024-12-21T05:38:41
prod_00202,Irish Potato 5kg,cat_019,Digital Services,sub_019_01,Mobile Money,888.6,0,False,2024-11-16T09:47:42
prod_00203,Dettol Antiseptic,cat_018,Hospitality & Catering,sub_018_01,Uniforms,15600.15,269,True,2024-12-22T04:26:36
prod_00204,Biro Pen Box,cat_018,Hospitality & Catering,sub_018_00,Restaurant Equipment,7062.94,69,True,2024-11-01T07:43:11
prod_00205,School Bag Primary,cat_019,Digital Services,sub_019_02,Printing,4853.13,417,True,2024-11-27T04:21:11
